"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Ang W.R.; Weber O.","Ang, Wei Rong (56587551500); Weber, Olaf (7004486571)","56587551500; 7004486571","The market efficiency of socially responsible investment in Korea","2018","Journal of Global Responsibility","9","1","","96","110","14","10","10.1108/JGR-11-2016-0030","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079026807&doi=10.1108%2fJGR-11-2016-0030&partnerID=40&md5=6cac808e034b35c6c0f4eb90e02eaaa7","Article","Final","","Scopus","2-s2.0-85079026807"
"Yamahaki C.","Yamahaki, Camila (57188553100)","57188553100","Responsible Investment and the institutional works of investor associations","2019","Journal of Sustainable Finance and Investment","9","2","","162","181","19","6","10.1080/20430795.2018.1558029","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059020864&doi=10.1080%2f20430795.2018.1558029&partnerID=40&md5=987faf817b0be665eaa2dbcbfea7e4c1","Article","Final","","Scopus","2-s2.0-85059020864"
"Guttmann R.","Guttmann, Robert (36056567700)","36056567700","Eco-capitalism: Carbon money, climate finance, and sustainable development","2018","Eco-Capitalism: Carbon Money, Climate Finance, and Sustainable Development","","","","1","321","320","10","10.1007/978-3-319-92357-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053497250&doi=10.1007%2f978-3-319-92357-4&partnerID=40&md5=de57ab9adb1667f93ac01d2a5659593d","Book","Final","","Scopus","2-s2.0-85053497250"
"Vo N.N.Y.; He X.; Liu S.; Xu G.","Vo, Nhi N.Y. (57202648571); He, Xuezhong (7404407906); Liu, Shaowu (55207545300); Xu, Guandong (8987733300)","57202648571; 7404407906; 55207545300; 8987733300","Deep learning for decision making and the optimization of socially responsible investments and portfolio","2019","Decision Support Systems","124","","113097","","","","104","10.1016/j.dss.2019.113097","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069803699&doi=10.1016%2fj.dss.2019.113097&partnerID=40&md5=84486f00e58eea319ebf1004673a5c6e","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85069803699"
"Semenova N.; Hassel L.G.","Semenova, Natalia (24476748800); Hassel, Lars G. (6507603265)","24476748800; 6507603265","Private engagement by Nordic institutional investors on environmental, social, and governance risks in global companies","2019","Corporate Governance: An International Review","27","2","","144","161","17","31","10.1111/corg.12267","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059635156&doi=10.1111%2fcorg.12267&partnerID=40&md5=eaba6f00d82d9c5957039565527232f3","Article","Final","","Scopus","2-s2.0-85059635156"
"Hassel L.G.; Semenova N.","Hassel, Lars G. (6507603265); Semenova, Natalia (24476748800)","6507603265; 24476748800","Engagement dialogue as a Nordic sustainable and responsible investment (Sri) strategy","2018","Challenges in Managing Sustainable Business: Reporting, Taxation, Ethics and Governance","","","","179","204","25","1","10.1007/978-3-319-93266-8_8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063532648&doi=10.1007%2f978-3-319-93266-8_8&partnerID=40&md5=d7caf5ba037290aebf9333bc00572ec3","Book chapter","Final","","Scopus","2-s2.0-85063532648"
"Hoepner A.G.F.; Majoch A.A.A.; Zhou X.Y.","Hoepner, Andreas G. F. (55097510800); Majoch, Arleta A. A. (57193678081); Zhou, Xiao Y. (57770923600)","55097510800; 57193678081; 57770923600","Does an Asset Owner’s Institutional Setting Influence Its Decision to Sign the Principles for Responsible Investment?","2021","Journal of Business Ethics","168","2","","389","414","25","38","10.1007/s10551-019-04191-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066972489&doi=10.1007%2fs10551-019-04191-y&partnerID=40&md5=2cb59137a8002dde574c9313024f94da","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85066972489"
"Hartzmark S.M.; Sussman A.B.","Hartzmark, Samuel M. (55705276300); Sussman, Abigail B. (36618122200)","55705276300; 36618122200","Do Investors Value Sustainability? A Natural Experiment Examining Ranking and Fund Flows","2019","Journal of Finance","74","6","","2789","2837","48","475","10.1111/jofi.12841","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067659841&doi=10.1111%2fjofi.12841&partnerID=40&md5=be987447c50e713c099e6b4f037fa8d5","Article","Final","","Scopus","2-s2.0-85067659841"
"Kurtz L.","Kurtz, Lloyd (55944327500)","55944327500","Three pillars of modern responsible investment","2020","Journal of Investing","29","2","","21","32","11","8","10.3905/joi.2020.1.116","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088511428&doi=10.3905%2fjoi.2020.1.116&partnerID=40&md5=4025ebd3c7c25150db3e007d8c253c8d","Article","Final","","Scopus","2-s2.0-85088511428"
"Mussell H.","Mussell, Helen (57190293466)","57190293466","Who Dares to Care? (In the World of Finance)","2018","Feminist Economics","24","3","","113","135","22","11","10.1080/13545701.2017.1390319","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85033367714&doi=10.1080%2f13545701.2017.1390319&partnerID=40&md5=cc003c93d1736ba0c8e6e68fb7ec173c","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85033367714"
"Gabriel V.","Gabriel, Vítor (56781584300)","56781584300","Environmentally sustainable investment: Dynamics between global thematic indices","2019","Cuadernos de Gestion","19","1","","41","62","21","0","10.5295/CDG.150545VG","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063235364&doi=10.5295%2fCDG.150545VG&partnerID=40&md5=4dd685bf43768f63e4556d96d33ea9e1","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85063235364"
"Alda M.","Alda, Mercedes (36629887300)","36629887300","ESG fund scores in UK SRI and conventional pension funds: Are the ESG concerns of the SRI niche affecting the conventional mainstream?","2020","Finance Research Letters","36","","101313","","","","47","10.1016/j.frl.2019.101313","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075468289&doi=10.1016%2fj.frl.2019.101313&partnerID=40&md5=d6b599568c964aec02e568c5e9fc3cb7","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85075468289"
"Camilleri M.A.","Camilleri, Mark Anthony (55916086300)","55916086300","Corporate sustainability, social responsibility and environmental management: An introduction to theory and practice with case studies","2017","Corporate Sustainability, Social Responsibility and Environmental Management: An Introduction to Theory and Practice with Case Studies","","","","1","195","194","58","10.1007/978-3-319-46849-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016080922&doi=10.1007%2f978-3-319-46849-5&partnerID=40&md5=8860a4dbe93a42c6d54e5396476bbfd1","Book","Final","","Scopus","2-s2.0-85016080922"
"Mercereau B.; Sertã J.P.C.C.; Gavini C.","Mercereau, Benoît (57214895412); Sertã, João Paulo C.C. (57214895000); Gavini, Constance (57218766748)","57214895412; 57214895000; 57218766748","Promoting sustainability using passive funds","2019","Journal of Index Investing","10","2","","43","62","19","3","10.3905/jii.2019.1.071","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079450159&doi=10.3905%2fjii.2019.1.071&partnerID=40&md5=c231e8e6f033718cdb70183c40f279ba","Article","Final","","Scopus","2-s2.0-85079450159"
"Deschryver P.; de Mariz F.","Deschryver, Pauline (58506106200); de Mariz, Frederic (57003440700)","58506106200; 57003440700","What Future for the Green Bond Market? How Can Policymakers, Companies, and Investors Unlock the Potential of the Green Bond Market?","2020","Journal of Risk and Financial Management","13","3","61","","","","104","10.3390/jrfm13030061","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089474526&doi=10.3390%2fjrfm13030061&partnerID=40&md5=543c093b853cf1ac0cff90d4b4b40574","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85089474526"
"Sievänen R.","Sievänen, Riikka (55321107700)","55321107700","Responsible Investment by Pension Funds After the Financial Crisis","2011","Issues in Business Ethics","31","","","93","112","19","3","10.1007/978-90-481-9319-6_6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113400732&doi=10.1007%2f978-90-481-9319-6_6&partnerID=40&md5=b8f3e4943c4eefe1de36631d8989a2fd","Book chapter","Final","","Scopus","2-s2.0-85113400732"
"MacLeod M.R.","MacLeod, Michael R. (52164097800)","52164097800","Mobilizing sri through investor governance networks: The politics of collective investor action","2014","Critical Studies on Corporate Responsibility, Governance and Sustainability","7","","","23","42","19","2","10.1108/S2043-905920140000007000","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911368329&doi=10.1108%2fS2043-905920140000007000&partnerID=40&md5=6c945371818b125a8b5f59ae5abed6da","Article","Final","","Scopus","2-s2.0-84911368329"
"Sandberg J.","Sandberg, Joakim (24336383500)","24336383500","(Re-)interpreting fiduciary duty to justify socially responsible investment for pension funds?","2013","Corporate Governance: An International Review","21","5","","436","446","10","41","10.1111/corg.12028","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881329868&doi=10.1111%2fcorg.12028&partnerID=40&md5=82b7bf27829bb3f3d03ec0b9698c24ae","Article","Final","","Scopus","2-s2.0-84881329868"
"Hemphill T.A.; Cullari F.","Hemphill, Thomas A. (7004192032); Cullari, Francine (24337429100)","7004192032; 24337429100","Terror-free investment index screens: Corporate governance implications for non-US multinational enterprises","2010","Journal of International Trade Law and Policy","9","1","","25","45","20","2","10.1108/14770021011029591","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77949546357&doi=10.1108%2f14770021011029591&partnerID=40&md5=3288bcb5a2eb13ac6f87d2aeca0f856a","Article","Final","","Scopus","2-s2.0-77949546357"
"Richardson B.J.","Richardson, Benjamin J. (7202395875)","7202395875","International environmental law and sovereign wealth funds","2015","International Environmental Law and the Global South","","","","356","379","23","4","10.1017/CBO9781107295414.018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954304859&doi=10.1017%2fCBO9781107295414.018&partnerID=40&md5=d99df973cfc2d59d6eb9eb691afa809a","Book chapter","Final","","Scopus","2-s2.0-84954304859"
"Holland J.","Holland, John (35603574400)","35603574400","A conceptual framework for changes in fund management and accountability relative to ESG issues","2011","Journal of Sustainable Finance and Investment","1","2","","159","177","18","10","10.1080/20430795.2011.582328","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867418287&doi=10.1080%2f20430795.2011.582328&partnerID=40&md5=11b4aab2d7b38f85d3afda59fc8d6fbd","Article","Final","","Scopus","2-s2.0-84867418287"
"Brimble M.; Stewart J.; de Zwaan L.","Brimble, Mark (57196740199); Stewart, Jenny (56527472100); de Zwaan, Laura (43762039800)","57196740199; 56527472100; 43762039800","Climate change and financial regulation: Challenges for the financial sector following the global financial crisis","2010","Griffith Law Review","19","1","","71","85","14","4","10.1080/10854669.2010.10854669","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84855483356&doi=10.1080%2f10854669.2010.10854669&partnerID=40&md5=8e978fe3ac597bde18cd64ed13e33ad3","Article","Final","","Scopus","2-s2.0-84855483356"
"Atkins J.F.; Solomon A.; Norton S.; Joseph N.L.","Atkins, Jill Frances (56113382100); Solomon, Aris (7202208140); Norton, Simon (22952078800); Joseph, Nathan Lael (7005912675)","56113382100; 7202208140; 22952078800; 7005912675","The emergence of integrated private reporting","2015","Meditari Accountancy Research","23","1","","28","61","33","89","10.1108/MEDAR-01-2014-0002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930486238&doi=10.1108%2fMEDAR-01-2014-0002&partnerID=40&md5=3219c073708fffc4096938e9f0b50571","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84930486238"
"Hawley J.P.; Kamath S.J.; Williams A.T.","Hawley, James P. (7102456841); Kamath, Shyam J. (16434980400); Williams, Andrew T. (53875577800)","7102456841; 16434980400; 53875577800","Corporate governance failures: The role of institutional investors in the global financial crisis","2011","Corporate Governance Failures: The Role of Institutional Investors in the Global Financial Crisis","","","","1","344","343","4","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84895666086&partnerID=40&md5=2f904a8d6b8b0132a9c80c366f656704","Book","Final","","Scopus","2-s2.0-84895666086"
"Sakuma-Keck K.; Hensmans M.","Sakuma-Keck, Kyoko (56074840900); Hensmans, Manuel (6506851197)","56074840900; 6506851197","A motivation puzzle: Can investors change corporate behavior by conforming to ESG pressures?","2013","Critical Studies on Corporate Responsibility, Governance and Sustainability","5","","","367","393","26","11","10.1108/S2043-9059(2013)0000005023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84896534564&doi=10.1108%2fS2043-9059%282013%290000005023&partnerID=40&md5=58d6eb3be52e078d7c2e9e4ff817d491","Article","Final","","Scopus","2-s2.0-84896534564"
"Ur Rehman R.; Zhang J.; Uppal J.; Cullinan C.; Akram Naseem M.","Ur Rehman, Ramiz (36544522000); Zhang, Junrui (55014983700); Uppal, Jamshed (6701508915); Cullinan, Charles (6602101814); Akram Naseem, Muhammad (57191577982)","36544522000; 55014983700; 6701508915; 6602101814; 57191577982","Are environmental social governance equity indices a better choice for investors? An Asian perspective","2016","Business Ethics","25","4","","440","459","19","47","10.1111/beer.12127","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84991720210&doi=10.1111%2fbeer.12127&partnerID=40&md5=51fbe5c3576ab93f976c970ccc6ec4ac","Article","Final","","Scopus","2-s2.0-84991720210"
"Wood S.; Tanner G.; Richardson B.J.","Wood, Stepan (52264779100); Tanner, Georgia (50661848300); Richardson, Benjamin J. (7202395875)","52264779100; 50661848300; 7202395875","What ever happened to Canadian environmental law?","2010","Ecology Law Quarterly","37","4","","981","1040","59","22","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79954614021&partnerID=40&md5=30a1f97e8de911d2fef7545aa3c0911a","Article","Final","","Scopus","2-s2.0-79954614021"
"Diouf D.; Hebb T.; Touré E.H.","Diouf, Dominique (56388542900); Hebb, Tessa (9535303300); Touré, El Hadji (56388721500)","56388542900; 9535303300; 56388721500","Exploring Factors that Influence Social Retail Investors’ Decisions: Evidence from Desjardins Fund","2016","Journal of Business Ethics","134","1","","45","67","22","44","10.1007/s10551-014-2307-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961050105&doi=10.1007%2fs10551-014-2307-4&partnerID=40&md5=fbe26d1fecca2e572bc7a0e73e1809a1","Article","Final","","Scopus","2-s2.0-84961050105"
"Goodman J.; Arenas D.","Goodman, Jennifer (56426749900); Arenas, Daniel (6602001544)","56426749900; 6602001544","Engaging Ethically: A Discourse Ethics Perspective on Social Shareholder Engagement","2015","Business Ethics Quarterly","25","2","","163","189","26","38","10.1017/beq.2015.8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84973375204&doi=10.1017%2fbeq.2015.8&partnerID=40&md5=521c4b48a939de7fd1a925a4ddbb3079","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-84973375204"
"Turki S.","Turki, Slim (36344299800)","36344299800","Combining goal and value modelling for SRI value network analysis","2012","Innovation and Sustainable Competitive Advantage: From Regional Development to World Economies - Proceedings of the 18th International Business Information Management Association Conference","3","","","1673","1683","10","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84896090524&partnerID=40&md5=00209c05777c37fdaaa2a5750c4b92a3","Conference paper","Final","","Scopus","2-s2.0-84896090524"
"Richardson B.J.","Richardson, Benjamin J. (7202395875)","7202395875","Keeping ethical investment ethical: Regulatory issues for investing for sustainability","2009","Journal of Business Ethics","87","4","","555","572","17","166","10.1007/s10551-008-9958-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70349286773&doi=10.1007%2fs10551-008-9958-y&partnerID=40&md5=df3e44d25ba229b68aaa8d95417655e6","Article","Final","","Scopus","2-s2.0-70349286773"
"Slager R.; Chapple W.","Slager, Rieneke (55116287200); Chapple, Wendy (6701362932)","55116287200; 6701362932","Carrot and Stick? The Role of Financial Market Intermediaries in Corporate Social Performance","2016","Business and Society","55","3","","398","426","28","30","10.1177/0007650315575291","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84957806309&doi=10.1177%2f0007650315575291&partnerID=40&md5=116462a215a676a6c092f977a9101c4e","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84957806309"
"Reddy K.; Bather A.","Reddy, Krishna (24473581800); Bather, Andrea (57191204772)","24473581800; 57191204772","Institutional investors, firm performance, and the prospects for socially responsible investing: Evidence from new zealand","2013","Critical Studies on Corporate Responsibility, Governance and Sustainability","5","","","149","175","26","4","10.1108/S2043-9059(2013)0000005015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84896536229&doi=10.1108%2fS2043-9059%282013%290000005015&partnerID=40&md5=df695b59311c6e6d8bf755507c4ab12a","Article","Final","","Scopus","2-s2.0-84896536229"
"Gates S.","Gates, Stephen (35279849100)","35279849100","Proactive investor relations: How corporations respond to pressures from social responsibility investors","2013","Critical Studies on Corporate Responsibility, Governance and Sustainability","5","","","397","423","26","3","10.1108/S2043-9059(2013)0000005024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84896523328&doi=10.1108%2fS2043-9059%282013%290000005024&partnerID=40&md5=05d5b7a76dcc64ba31918727a0db6be3","Article","Final","","Scopus","2-s2.0-84896523328"
"Sandberg J.","Sandberg, Joakim (24336383500)","24336383500","Socially Responsible Investment and Fiduciary Duty: Putting the Freshfields Report into Perspective","2011","Journal of Business Ethics","101","1","","143","162","19","81","10.1007/s10551-010-0714-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959595025&doi=10.1007%2fs10551-010-0714-8&partnerID=40&md5=a45cc1d60af2031a841f4782a810a2c6","Article","Final","","Scopus","2-s2.0-79959595025"
"Busch T.; Bauer R.; Orlitzky M.","Busch, Timo (20435349900); Bauer, Rob (8371215900); Orlitzky, Marc (6603422302)","20435349900; 8371215900; 6603422302","Sustainable Development and Financial Markets: Old Paths and New Avenues","2016","Business and Society","55","3","","303","329","26","238","10.1177/0007650315570701","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84957800796&doi=10.1177%2f0007650315570701&partnerID=40&md5=1f9a942a57bb17581f9658b747758349","Article","Final","","Scopus","2-s2.0-84957800796"
"Humphrey J.E.; Lee D.D.; Shen Y.","Humphrey, Jacquelyn E. (14029999800); Lee, Darren D. (34973070000); Shen, Yaokan (55159410700)","14029999800; 34973070000; 55159410700","The independent effects of environmental, social and governance initiatives on the performance of UK firms","2012","Australian Journal of Management","37","2","","135","151","16","57","10.1177/0312896211410081","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864755885&doi=10.1177%2f0312896211410081&partnerID=40&md5=60452dfd6b0134d2ee48568c4e3c5375","Article","Final","","Scopus","2-s2.0-84864755885"
"Wagemans F.A.J.; Koppen C.S.A.K.; Mol A.P.J.","Wagemans, Frank A. J. (55916913600); Koppen, C. S. A. Kris van (7006213239); Mol, Arthur P.J. (7005054595)","55916913600; 7006213239; 7005054595","The effectiveness of socially responsible investment: a review","2013","Journal of Integrative Environmental Sciences","10","3-4","","235","252","17","35","10.1080/1943815X.2013.844169","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890555443&doi=10.1080%2f1943815X.2013.844169&partnerID=40&md5=a1153c530b14a9242e2059b064fdb068","Review","Final","","Scopus","2-s2.0-84890555443"
"Nikolakis W.; Cohen D.H.; Nelson H.W.","Nikolakis, William (23976501500); Cohen, David H. (26665919100); Nelson, Harry W. (57211865058)","23976501500; 26665919100; 57211865058","What matters for socially responsible investment (SRI) in the natural resources sectors? SRI mutual funds and forestry in North America","2012","Journal of Sustainable Finance and Investment","2","2","","136","151","15","22","10.1080/20430795.2012.690724","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84918533444&doi=10.1080%2f20430795.2012.690724&partnerID=40&md5=aff16461b4cc49225fc1704e99f17a38","Article","Final","","Scopus","2-s2.0-84918533444"
"Przychodzen J.; Gómez-Bezares F.; Przychodzen W.; Larreina M.","Przychodzen, Justyna (55653696900); Gómez-Bezares, Fernando (24828051600); Przychodzen, Wojciech (55653642200); Larreina, Mikel (24449106900)","55653696900; 24828051600; 55653642200; 24449106900","ESG issues among fund managers-factors and motives","2016","Sustainability (Switzerland)","8","10","1078","","","","60","10.3390/su8101078","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994841547&doi=10.3390%2fsu8101078&partnerID=40&md5=4183f7c7c37c3ca45ea9114a6930f5ce","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-84994841547"
"Richardson B.J.","Richardson, Benjamin J. (7202395875)","7202395875","Sovereign wealth funds and socially responsible investing: An emerging public fiduciary","2012","Global Journal of Comparative Law","1","2","","125","162","37","10","10.1163/2211906X-00102001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907843348&doi=10.1163%2f2211906X-00102001&partnerID=40&md5=c89febf02a3694f1eb2c867d9abae304","Article","Final","","Scopus","2-s2.0-84907843348"
"Hertrich C.","Hertrich, Christian (56703249400)","56703249400","Asset allocation considerations for pension insurance funds: Theoretical analysis and empirical evidence","2013","Asset Allocation Considerations for Pension Insurance Funds: Theoretical Analysis and Empirical Evidence","9783658021672","","","1","382","381","3","10.1007/978-3-658-02167-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84933527025&doi=10.1007%2f978-3-658-02167-2&partnerID=40&md5=6dd806f150561aa7b7ee77c547892fd9","Book","Final","","Scopus","2-s2.0-84933527025"
"Jun H.","Jun, Hannah (56406044600)","56406044600","Corporate governance and the institutionalization of socially responsible investing (SRI) in Korea","2016","Asia Pacific Business Review","22","3","","487","501","14","11","10.1080/13602381.2015.1129770","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954223650&doi=10.1080%2f13602381.2015.1129770&partnerID=40&md5=fecd2e8852e028fe5b2668acf42879a7","Article","Final","","Scopus","2-s2.0-84954223650"
"Bekink M.J.","Bekink, Mattie J. (57226137879)","57226137879","Thinking long-term: Investment strategies and responsibility","2016","Business and Human Rights: From Principles to Practice","","","","225","235","10","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076311787&partnerID=40&md5=3d17d7493cb0149e29bc2806bca118f4","Book chapter","Final","","Scopus","2-s2.0-85076311787"
"Richardson B.J.","Richardson, Benjamin J. (7202395875)","7202395875","Socially responsible investing for sustainability: Overcoming its incomplete and conflicting rationales","2013","Transnational Environmental Law","2","2","","311","338","27","20","10.1017/S2047102513000150","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84889028097&doi=10.1017%2fS2047102513000150&partnerID=40&md5=870f14936d5176c39be72b17b1485ef0","Article","Final","","Scopus","2-s2.0-84889028097"
"Allen R.; Letourneau H.; Hebb T.","Allen, Rupert (57195344380); Letourneau, Hugues (57203434472); Hebb, Tessa (9535303300)","57195344380; 57203434472; 9535303300","Shareholder engagement in the extractive sector","2012","Journal of Sustainable Finance and Investment","2","1","","3","25","22","16","10.1080/20430795.2012.702495","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911433073&doi=10.1080%2f20430795.2012.702495&partnerID=40&md5=d72ffbd5a60ae94b7afd9bd066beb5fc","Article","Final","","Scopus","2-s2.0-84911433073"
"Soyka P.; Bateman M.; Feldman I.","Soyka, Peter (6602596275); Bateman, Mark (36924612600); Feldman, Ira (56754169700)","6602596275; 36924612600; 56754169700","Environmental investing practices in Europe: A harbinger of future U.S. best practices?","2012","Environmental Issues in Business: Pollution, Regulations and Health","","","","109","200","91","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84895340632&partnerID=40&md5=77ee46f14a495cdb72ee4bd16fbfc607","Book chapter","Final","","Scopus","2-s2.0-84895340632"
"Himick D.; Audousset-Coulier S.","Himick, Darlene (34979903000); Audousset-Coulier, Sophie (55902261000)","34979903000; 55902261000","Responsible Investing of Pension Assets: Links between Framing and Practices for Evaluation","2016","Journal of Business Ethics","136","3","","539","556","17","24","10.1007/s10551-014-2530-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920829247&doi=10.1007%2fs10551-014-2530-z&partnerID=40&md5=65ab7d857b88a68956261e4491d20d7a","Article","Final","","Scopus","2-s2.0-84920829247"
"Gold M.","Gold, Martin (55824510700)","55824510700","Fiduciary finance: Investment funds and the crisis in financial markets","2010","Fiduciary Finance: Investment Funds and the Crisis in Financial Markets","","","","1","191","190","0","10.4337/9780857930361","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089871951&doi=10.4337%2f9780857930361&partnerID=40&md5=5dbda013a1fa10fe706e7f01f1bcaca3","Book","Final","","Scopus","2-s2.0-85089871951"
"Hebb T.; Hawley J.P.; Hoepner A.G.F.; Neher A.L.; Wood D.","Hebb, Tessa (9535303300); Hawley, James P. (7102456841); Hoepner, Andreas G. F. (55097510800); Neher, Agnes L. (57218362867); Wood, David (57213465665)","9535303300; 7102456841; 55097510800; 57218362867; 57213465665","The Routledge handbook of responsible investment","2015","The Routledge Handbook of Responsible Investment","","","","1","739","738","5","10.4324/9780203104415","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088908676&doi=10.4324%2f9780203104415&partnerID=40&md5=aec2ea36f39176dcc75aaf34a371e0ad","Book","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85088908676"
"Louche C.; Arenas D.; van Cranenburgh K.C.","Louche, Céline (8535639900); Arenas, Daniel (6602001544); van Cranenburgh, Katinka C. (15729684100)","8535639900; 6602001544; 15729684100","From Preaching to Investing: Attitudes of Religious Organisations Towards Responsible Investment","2012","Journal of Business Ethics","110","3","","301","320","19","62","10.1007/s10551-011-1155-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867097744&doi=10.1007%2fs10551-011-1155-8&partnerID=40&md5=a2b7f28edc85078a745a2c1e0367c23d","Article","Final","","Scopus","2-s2.0-84867097744"
"Law S.A.; Yau J.","Law, Sheryl A. (55824025200); Yau, Jot (8445502900)","55824025200; 8445502900","Socially responsible investing: Growth and development in international financial markets","2008","Advances in International Investments: Traditional and Alternative Approaches","","","","31","72","41","1","10.1142/9789812770363_0002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84967551394&doi=10.1142%2f9789812770363_0002&partnerID=40&md5=70ebc249a53e9c60607658490ca79fe8","Book chapter","Final","","Scopus","2-s2.0-84967551394"
"Weber B.; Staub-Bisang M.; Alfen H.W.","Weber, Barbara (57222105601); Staub-Bisang, Mirjam (57190952572); Alfen, Hans Wilhelm (6506812614)","57222105601; 57190952572; 6506812614","Infrastructure as an asset class: Investment strategy, sustainability, project finance and PPP","2016","Infrastructure as an Asset Class: Investment Strategy, Sustainability, Project Finance and PPP","","","","1","392","391","73","10.1002/9781119226574","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101461093&doi=10.1002%2f9781119226574&partnerID=40&md5=88654d347cc55ac208ef87089406d910","Book","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85101461093"
"Hagen E.","Hagen, Erik (58333344200)","58333344200","Saharawi conflict phosphates and the Australian dinner table","2015","Global Change, Peace and Security","27","3","","377","393","16","7","10.1080/14781158.2015.1083541","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943583908&doi=10.1080%2f14781158.2015.1083541&partnerID=40&md5=2b082c09433be5f0cca67eab63a6801e","Article","Final","","Scopus","2-s2.0-84943583908"
"Watchman P.Q.","Watchman, Paul Q. (55897467800)","55897467800","The Case for Climate Change as the Paramount Fiduciary Issue Facing Institutional Investors","2011","Environmental Alpha: Institutional Investors and Climate Change","","","","101","124","23","1","10.1002/9781118266748.ch5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84886155531&doi=10.1002%2f9781118266748.ch5&partnerID=40&md5=71db9ff5a9d674bf24e1351085e0683c","Book chapter","Final","","Scopus","2-s2.0-84886155531"
"Hebb T.","Hebb, Tessa (9535303300)","9535303300","No small change: Pension funds and corporate engagement","2008","No Small Change: Pension Funds and Corporate Engagement","","","","1","152","151","42","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055600800&partnerID=40&md5=7e754ab3ed50bb801b220f66e6f1a88c","Book","Final","","Scopus","2-s2.0-85055600800"
