"","Author","Title","Key","Publication.Title","DOI","Date"
"653","Dawes, R M","Social Dilemmas","G5Q7FT4Q","Annual Review of Psychology","10.1146/annurev.ps.31.020180.001125",1980
"654","Alexander, Richard D.","The biology of moral systems","W5E4P6MR","","",1987
"655","Roth, Alvin E.; Prasnikar, Vesna; Okuno-Fujiwara, Masahiro; Zamir, Shmuel","Bargaining and Market Behavior in Jerusalem, Ljubljana, Pittsburgh, and Tokyo: An Experimental Study","PXDS55UV","The American Economic Review","",1991
"656","Henrich, Joseph; Bowles, Samuel; Boyd, Robert; Hopfensitz, Astrid; Richerson, Peter J.; Sigmund, Karl; Smith, Eric Alden; Weissing, Franz J.; Young, H.P.","Genetic and Cultural Evolution of Cooperation","8L9PQRBT",NA,"",2003
"657","Dianshu, Feng; Sovacool, Benjamin K.; Vu, Khuong M.","The barriers to energy efficiency in China: Assessing household electricity savings and consumer behavior in Liaoning Province","AKKMNT3A","Energy Policy","10.1016/j.enpol.2009.11.012",2010
"658","Kramer, Marc","Financial Literacy, Confidence and Financial Advice Seeking","YM66N7F4","Journal of Economic Behavior & Organization","10.1016/j.jebo.2016.08.016",2016
"659","Allcott, Hunt","Social Norms and Energy Conservation","JBS8S5QI","Journal of Public Economics","10.1016/j.jpubeco.2011.03.003",2011
"660","Lusardi, Annamaria; Mitchell, Olivia S.","Financial Literacy and Retirement Planning in the United States","ZHFZL2RN","Journal of Pension Economics and Finance","10.1017/s147474721100045x",2011
"661","Thomson, Harriet; Snell, Carolyn; Bouzarovski, Stefan","Health, Well-Being and Energy Poverty in Europe: A Comparative Study of 32 European Countries","E5Y95P7H","International journal of environmental research and public health","10.3390/ijerph14060584",2017
"662","Taber, Keith S.","The Use of Cronbach’s Alpha When Developing and Reporting Research Instruments in Science Education","99G2TA5U","Research in Science Education","10.1007/s11165-016-9602-2",2017
"663","Beshears, John; Choi, James J.; Laibson, David; Madrian, Brigitte C.","Simplification and Saving","5UFML899","Journal of economic behavior & organization","10.1016/j.jebo.2012.03.007",2013
"664","Chan, Sewin; Elbel, Brian","Low Cognitive Ability And Poor Skill With Numbers May Prevent Many From Enrolling In Medicare Supplemental Coverage","L5CPNC93","Health affairs (Project Hope)","10.1377/hlthaff.2011.1000",2012
"665","Filippini, Massimo; Kumar, Nilkanth; Srinivasan, Suchita","Energy-related financial literacy and bounded rationality in appliance replacement attitudes: evidence from Nepal","IP2E4X46","Environment and Development Economics","10.1017/s1355770x20000078",2020
"666","Ruepert, Angela; Keizer, Kees; Steg, Linda","The relationship between Corporate Environmental Responsibility, employees’ biospheric values and pro-environmental behaviour at work","D3BH2YFV","Journal of Environmental Psychology","10.1016/j.jenvp.2017.10.006",2017
"667","Steg, Linda; Perlaviciute, Goda; van der Werff, Ellen; Lurvink, Judith","The Significance of Hedonic Values for Environmentally Relevant Attitudes, Preferences, and Actions","NV9KS33S","Environment and Behavior","10.1177/0013916512454730",2012
"668","Belch, Michael A.; Willis, Laura A.","Family decision at the turn of the century: has the changing structure of households impacted the family decision‐making process?","J9SJZLJU","Journal of Consumer Behaviour","10.1002/cb.94",2002
"669","Albert, Cecilia; Escardíbul, Josep-Oriol","Education and the empowerment of women in household decision‐making in Spain","XTW3KLY8","International Journal of Consumer Studies","10.1111/ijcs.12326",2016
"670","Lusardi, Annamaria; Mitchell, Olivia S.","Financial Literacy around the World: An Overview","3EEGATGC","Journal of pension economics & finance","10.1017/s1474747211000448",2011
"671","van den Broek, Karlijn L.","Household energy literacy : A critical review and a conceptual typology","4XGTA54R","Energy Research & Social Science","10.1016/j.erss.2019.101256",2019
"672","Berns, Gregory S.; Laibson, David; Loewenstein, George","Intertemporal choice – toward an integrative framework","J3TWD6CD","Trends in cognitive sciences","10.1016/j.tics.2007.08.011",2007
"673","Brounen, Dirk; Kok, Nils; Quigley, John M.","Energy literacy, awareness, and conservation behavior of residential households","CL27MVR7","Energy Economics","10.1016/j.eneco.2013.02.008",2013
"674","Allcott, Hunt; Mullainathan, Sendhil; Taubinsky, Dmitry","Energy policy with externalities and internalities","ZC8J6PN4","Journal of Public Economics","10.1016/j.jpubeco.2014.01.004",2014
"675","Lusardi, Annamaria; Michaud, Pierre-Carl; Mitchell, Olivia S.","Optimal Financial Knowledge and Wealth Inequality.","2H4BT82D","The journal of political economy","10.1086/690950",2017
"676","Loewenstein, George; Thaler, Richard H.","Anomalies: Intertemporal Choice","6NSEM9YN","Journal of Economic Perspectives","10.1257/jep.3.4.181",1989
"677","Mills, Bradford F.; Schleich, Joachim","Household transitions to energy efficient lighting","7EVM4WJ7","Energy Economics","10.1016/j.eneco.2014.08.022",2014
"678","Lusardi, Annamaria; Mitchell, Olivia S.","The economic importance of financial literacy: theory and evidence","KZ7WNPK8","Journal of economic literature","10.1257/jel.52.1.5",2014
"679","Yamamoto, Yoshihiro; Suzuki, Akihiko; Fuwa, Yasuhiro; Sato, Tomohiro","Decision-making in electrical appliance use in the home","94NUKBFP","Energy Policy","10.1016/j.enpol.2008.01.022",2008
"680","Andor, Mark; Gerster, Andreas; Sommer, Stephan","Consumer inattention, heuristic thinking and the role of energy labels","U6KKH4AK","The Energy Journal","10.5547/01956574.41.1.mand",2020
"681","DeWaters, Jan; Powers, Susan E.","Energy literacy of secondary students in New York State (USA): A measure of knowledge, affect, and behavior","WJCM5L68","Energy Policy","10.1016/j.enpol.2010.12.049",2011
"682","Filippini, Massimo; Hunt, Lester C.","Energy demand and energy efficiency in the OECD countries: A stochastic demand frontier approach","KS6NDWMT","The Energy Journal","10.5547/issn0195-6574-ej-vol32-no2-3",2011
"683","Allcott, Hunt; Mullainathan, Sendhil","Behavior and Energy Policy","3R9IUQHJ","Science (New York, N.Y.)","10.1126/science.1180775",2010
"684","Di Maria, Corrado; Ferreira, Susana; Lazarova, Emiliya A.","SHEDDING LIGHT ON THE LIGHT BULB PUZZLE: THE ROLE OF ATTITUDES AND PERCEPTIONS IN THE ADOPTION OF ENERGY EFFICIENT LIGHT BULBS","E8G34ZXP","Scottish Journal of Political Economy","10.1111/j.1467-9485.2009.00506.x",2010
"685","Madrian, Brigitte C.","Applying Insights from Behavioral Economics to Policy Design","TJCRQJPV","Annual review of economics","10.1146/annurev-economics-080213-041033",2014
"686","Allcott, Hunt","Consumers' Perceptions and Misperceptions of Energy Costs","AX5FF5SL","American Economic Review","10.1257/aer.101.3.98",2011
"687","Tavakol, Mohsen; Dennick, Reg","Making sense of Cronbach's alpha","SX8UD5SN","International journal of medical education","10.5116/ijme.4dfb.8dfd",2011
"688","Andor, Mark; Frondel, Manuel; Gerster, Andreas; Sommer, Stephan","Cognitive Reflection and the Valuation of Energy Efficiency","KDCZNVGQ","Energy Economics","10.1016/j.eneco.2019.104527",2019
"689","Hsu, Joanne W.","Aging and Strategic Learning: The Impact of Spousal Incentives on Financial Literacy.","2IDXN95H","The Journal of human resources","10.3368/jhr.51.4.1014-6712r",2015
"690","Brent, Daniel A.; Ward, Michael B.","Energy efficiency and financial literacy","DU3ZMEC3","Journal of Environmental Economics and Management","10.1016/j.jeem.2018.05.004",2018
"691","Blasch, Julia; Filippini, Massimo; Kumar, Nilkanth","Boundedly rational consumers, energy and investment literacy, and the display of information on household appliances","T8QWVFIR","Resource and Energy Economics","10.1016/j.reseneeco.2017.06.001",2019
"692","Jaffe, Adam B.; Stavins, Robert N.","The energy-efficiency gap What does it mean?","YB7JTGBV","Energy Policy","10.1016/0301-4215(94)90138-4",1994
"693","Boogen, Nina","Estimating the potential for electricity savings in households","UCJFDHYQ","Energy Economics","10.1016/j.eneco.2017.02.008",2017
"694","Allcott, Hunt; Taubinsky, Dmitry","Evaluating Behaviorally Motivated Policy: Experimental Evidence from the Lightbulb Market †","HSSUENVJ","American Economic Review","10.1257/aer.20131564",2015
"695","Agarwal, Sumit; Mazumder, Bhashkar","Cognitive Abilities and Household Financial Decision Making","KFP9YHLC","American Economic Journal: Applied Economics","10.1257/app.5.1.193",2013
"696","Gillingham, Kenneth; Keyes, Amelia; Palmer, Karen","Advances in Evaluating Energy Efficiency Policies and Programs","FNU2TTGZ","Annual Review of Resource Economics","10.1146/annurev-resource-100517-023028",2018
"697","Fonseca, Raquel; Mullen, Kathleen J.; Zamarro, Gema; Zissimopoulos, Julie","What Explains the Gender Gap in Financial Literacy? The Role of Household Decision Making.","GXV4S3V9","The Journal of consumer affairs","10.1111/j.1745-6606.2011.01221.x",2012
"698","Lusardi, Annamaria; Mitchell, Olivia S.","Financial Literacy and Planning: Implications for Retirement Wellbeing","DN8RZ796","National Bureau of Economic Research","",2011
"699","Mitchell, Olivia S.; Lusardi, Annamaria","Financial Literacy and Economic Outcomes: Evidence and Policy Implications.","3K9523RT","The journal of retirement","10.3905/jor.2015.3.1.107",2015
"700","Attari, Shahzeen Z.; DeKay, Michael L.; Davidson, Cliff I.; de Bruin, Wändi Bruine","Public perceptions of energy consumption and savings","GZ92L7G7","Proceedings of the National Academy of Sciences of the United States of America","10.1073/pnas.1001509107",2010
"701","Almenberg, Johan; Dreber, Anna","Gender, stock market participation and financial literacy","XZPVKPCP","Economics Letters","10.1016/j.econlet.2015.10.009",2015
"702","Madrian, Brigitte C.; Shea, Dennis F.","The Power of Suggestion: Inertia in 401(k) Participation and Savings Behavior","MHHAWTDD","The Quarterly Journal of Economics","10.1162/003355301753265543",2001
"703","Stadelmann, Marcel; Schubert, Renate","How Do Different Designs of Energy Labels Influence Purchases of Household Appliances? A Field Study in Switzerland","QU27AYMQ","Ecological Economics","10.1016/j.ecolecon.2017.07.031",2018
"704","Gillingham, Kenneth; Palmer, Karen","Bridging the Energy Efficiency Gap: Policy Insights from Economic Theory and Empirical Evidence","YR2YN3I7","Review of Environmental Economics and Policy","10.1093/reep/ret021",2014
"705","Broberg, Thomas; Kazukauskas, Andrius","Inefficiencies in Residential Use of Energy — A Critical Overview of Literature and Energy Efficiency Policies in the EU","IX9ZKM54","International Review of Environmental and Resource Economics","10.1561/101.00000070",2015
"706","Hastings, Justine S.; Madrian, Brigitte C.; Skimmyhorn, William L.","FINANCIAL LITERACY, FINANCIAL EDUCATION AND ECONOMIC OUTCOMES","TFA5ZUUG","Annual review of economics","10.1146/annurev-economics-082312-125807",2013
"707","Allcott, Hunt; Wozny, Nathan","Gasoline Prices, Fuel Economy, and the Energy Paradox","7KXHESH7","Review of Economics and Statistics","10.1162/rest_a_00419",2014
"708","Chetty, Raj; Looney, Adam; Kroft, Kory","Salience and Taxation: Theory and Evidence","WTIE7UGV","American Economic Review","10.1257/aer.99.4.1145",2009
"709","Jappelli, Tullio; Padula, Mario","Investment in financial literacy and saving decisions","W8GW5FTH","Journal of Banking & Finance","10.1016/j.jbankfin.2013.03.019",2013
"710","Gabaix, Xavier; Laibson, David","SHROUDED ATTRIBUTES, CONSUMER MYOPIA, AND INFORMATION SUPPRESSION IN COMPETITIVE MARKETS","JGBTUDQD","The Quarterly Journal of Economics","10.1162/qjec.2006.121.2.505",2006
"711","Simon, Herbert A.","A Behavioral Model of Rational Choice","WGFXAKLS","The Quarterly Journal of Economics","10.2307/1884852",1955
"712","Alberini, Anna; Filippini, Massimo","Transient and Persistent Energy Efficiency in the US Residential Sector: Evidence from Household-level Data","8KM379K7","Energy Efficiency","10.1007/s12053-017-9599-z",2017
"713","Fiorillo, Damiano; Sapio, Alessandro","Energy saving in Italy in the late 1990s: Which role for non-monetary motivations?","UCU28H8K","Ecological Economics","10.1016/j.ecolecon.2019.106386",2019
"714","Meier, Stephan; Sprenger, Charles","Discounting financial literacy: Time preferences and participation in financial education programs","LIC25XE8","Journal of Economic Behavior & Organization","10.1016/j.jebo.2012.02.024",2013
"715","Andor, Mark; Fels, Katja M.","Behavioral Economics and Energy Conservation – A Systematic Review of Non-price Interventions and Their Causal Effects","2ECXWG8Q","Ecological Economics","10.1016/j.ecolecon.2018.01.018",2018
"716","DeWaters, Jan; Powers, Susan E.","Establishing Measurement Criteria for an Energy Literacy Questionnaire","LF6DNMDM","The Journal of Environmental Education","10.1080/00958964.2012.711378",2013
"717","Alberini, Anna; Towe, Charles","Information v. Energy Efficiency Incentives: Evidence from Residential Electricity Consumption in Maryland","9REW37UW","Energy Economics","10.1016/j.eneco.2015.08.013",2015
"718","Weyman-Jones, Thomas; Boucinha, Júlia Mendonça; Inácio, Catarina Feteira","Measuring electric energy efficiency in Portuguese households","BA3AX8U2","Management of Environmental Quality: An International Journal","10.1108/meq-03-2014-0035",2015
"719","Cattaneo, Cristina","Internal and external barriers to energy efficiency: which role for policy interventions?","F2KB7T4Y","Energy Efficiency","10.1007/s12053-019-09775-1",2019
"720","Blasch, Julia; Boogen, Nina; Filippini, Massimo; Kumar, Nilkanth","Explaining electricity demand and the role of energy and investment literacy on end-use efficiency of Swiss households","6XB7EUAI","Energy Economics","10.1016/j.eneco.2017.12.004",2017
"721","Allcott, Hunt","Paternalism and Energy Efficiency: An Overview","EPRG7SVR","Annual Review of Economics","10.1146/annurev-economics-080315-015255",2016
"722","Gneezy, Uri; Niederle, Muriel; Rustichini, Aldo","Performance in Competitive Environments: Gender Differences","XAZYYHAJ","The Quarterly Journal of Economics","10.1162/00335530360698496",2003
"723","Sommer, Stephan; Andor, Andreas Gerster Mark","Consumer Inattention, Heuristic Thinking and the Role of Energy Labels","FCYRW44Q",NA,"",2017
"724","DellaVigna, Stefano","Psychology and Economics: Evidence from the Field","P665G9NT","Voprosy Economiki","",2011
"725","Camerer, Colin F.; Thaler, Richard H.","Anomalies: Ultimatums, Dictators and Manners","SHUPL584","Journal of Economic Perspectives","10.1257/jep.9.2.209",1995
"726","Ockenfels, Axel; Weimann, Joachim","Types and patterns: an experimental East-West-German comparison of cooperation and solidarity","7MF97V9Z","Journal of Public Economics","10.1016/s0047-2727(98)00072-3",1999
"727","McKelvey, Richard D.; Palfrey, Thomas R.","Quantal Response Equilibria for Normal Form Games","QA63W62X","Games and Economic Behavior","10.1006/game.1995.1023",1995
"728","Rehder, Robert R.","JAPANESE TRANSPLANTS AFTER THE HONEYMOON","5YHMXPDZ","Business Horizons","10.1016/0007-6813(90)90076-n",1990
"729","Keser, Claudia; van Winden, Frans","Partners contribute more to Public Goods than Strangers: Conditional Cooperation","VV4KD3J6","Research Papers in Economics","",1997
"730","Blount, Sally","When Social Outcomes Aren′t Fair: The Effect of Causal Attributions on Preferences","WM8UL6M6","Organizational Behavior and Human Decision Processes","10.1006/obhd.1995.1068",1995
"731","Friedman, Daniel","The Double Auction Market: Institutions, Theories, And Evidence","IY7PTWK5","","",1993
"732","Hoffman, Elizabeth; McCabe, Kevin; Smith, Vernon L.","On expectations and the monetary stakes in ultimatum games","BFLJ7G3D","","",2000
"733","Güth, Werner; Tietz, Reinhard","Ultimatum bargaining behavior : a survey and comparison of experimental results","HHGRWLVT","Journal of Economic Psychology","10.1016/0167-4870(90)90021-z",1990
"734","Festinger, Leon","A Theory of Social Comparison Processes","FQREELM5","Human Relations","10.1177/001872675400700202",1954
"735","Falkinger, Josef; Fehr, Ernst; Gächter, Simon; Winter-Ebmer, Rudolf","A simple mechanism for the efficient provision of public goods - experimental evidence","4G3PREYY","American Economic Review","10.1257/aer.90.1.247",2000
"736","Campbell, Carl M.; Kamlani, Kunal S.","The Reasons for Wage Rigidity: Evidence From a Survey of Firms","FWDQSFIS","The Quarterly Journal of Economics","10.1162/003355397555343",1997
"737","Smith, Vernon L.","An Experimental Study of Competitive Market Behavior","GER9B7CY","Journal of Political Economy","",1962
"738","Dufwenberg, Martin; Kirchsteiger, Georg","A Theory of Sequential Reciprocity","9ZKHM56A","Social Science Research Network","",1998
"739","Roth, Alvin E.; Erev, Ido","Learning in Extensive-Form Games: Experimental Data and Simple Dynamic Models in the Intermediate Term*","B76X7KAX","Games and Economic Behavior","10.1016/s0899-8256(05)80020-x",1995
"740","Franciosi, Robert; Kujal, Praveen; Michelitsch, Roland; Smith, Vernon L.; Deng, Gang","Fairness: Effect on Temporary and Equilibrium Prices in Posted Offer Markets","NNQZE774","The Economic Journal","10.2307/2235160",1995
"741","Kachelmeier, Steven J.; Shehata, Mohamed","Culture and competition: A laboratory market comparison between China and the West","QDAQXC3G","Journal of Economic Behavior & Organization","10.1016/0167-2681(92)90088-s",1992
"742","Bolton, Gary E.; Ockenfels, Axel","A Theory of Equity, Reciprocity, and Competition","8NX9LU6G","Research Papers in Economics","",1997
"743","Fehr, Ernst; Falk, Armin","Wage Rigidity in a Competitive Incomplete Contract Market","HNMD9ICK","Journal of Political Economy","10.1086/250052",1999
"744","Clark, Andrew E.; Oswald, Andrew J.","Satisfaction and comparison income","F26PHHIR","Journal of Public Economics","10.1016/0047-2727(95)01564-7",1996
"745","Mueller, Dennis C.","Public choice II","ERNHB29F","","",1989
"746","Tversky, Amos; Kahneman, Daniel","Loss Aversion in Riskless Choice: A Reference-Dependent Model","WGMSPV4Z","The Quarterly Journal of Economics","10.2307/2937956",1991
"747","Isaac, R. Mark; Walker, James M.; Williams, Arlington W.","Group size and the voluntary provision of public goods: Experimental evidence utilizing large groups","RU9QBQ2E","Journal of Public Economics","10.1016/0047-2727(94)90068-x",1994
"748","Blinder, Alan S.; Choi, Don H.","A Shred of Evidence on Theories of Wage Stickiness","AGL9DFWP","Social Science Research Network","",1989
"749","Adams, J S","TOWARD AN UNDERSTANDING OF INEQUITY.","PAGXI2B4","Journal of abnormal psychology","10.1037/h0040968",1963
"750","Andreoni, James","Warm-Glow versus Cold-Prickle: The Effects of Positive and Negative Framing on Cooperation in Experiments","G4YH73P5","The Quarterly Journal of Economics","10.2307/2118508",1995
"751","Loewenstein, George; Thompson, Leigh; Bazerman, Max H.","Social Utility and Decision Making in Interpersonal Contexts","JUAFRFCU","Journal of Personality and Social Psychology","10.1037/0022-3514.57.3.426",1989
"752","Watabe, Motoki; Terai, Shigeru; Hayashi, Nahoko; Yamagishi, Toshio","Cooperation in the One-shot Prisoner's Dilemma Based on Expectations of Reciprocity","6U9UJBLP","THE JAPANESE JOURNAL OF EXPERIMENTAL SOCIAL PSYCHOLOGY","10.2130/jjesp.36.183",1996
"753","Babcock, Linda; Wang, Xianghong; Loewenstein, George","Choosing the Wrong Pond: Social Comparisons in Negotiations That Reflect a Self-Serving Bias","BMUAN6IE","The Quarterly Journal of Economics","10.2307/2946655",1996
"754","Bewley, Truman F.","Why not cut pay","HH2PVWW7","European Economic Review","10.1016/s0014-2921(98)00002-6",1998
"755","Davis, James A.","A Formal Interpretation of the Theory of Relative Deprivation","IQ7BMPP3","Sociometry","10.2307/2786046",1959
"756","Burlando, Roberto; Hey, John D.","Do Anglo-Saxons free-ride more?","MQM2W45R","Journal of Public Economics","10.1016/s0047-2727(96)01609-x",1997
"757","Smith, Vernon L.; Williams, Arlington W.","The boundaries of competitive price theory: convergence, expectations, and transaction costs","KHL8GHRE","","",2000
"758","Andreoni, James","Why free ride?: Strategies and learning in public goods experiments","KXYWGITK","Journal of Public Economics","10.1016/0047-2727(88)90043-6",1988
"759","McConagha, Glenn L.; Stauffer, amuel A.","The American soldier","EZM6FYVW","","",1949
"760","Agell, Jonas; Lundborg, Per","Theories of Pay and Unemployment: Survey Evidence from Swedish Manufacturing Firms*","VBIQ7D56","The Scandinavian Journal of Economics","10.2307/3440530",1995
"761","Sadrieh, Abdolkarim","The Alternating Double Auction Market - The Alternating Double Auction Market","V8XAUHBV","","",1998
"762","Frank, Robert H.","Choosing the Right Pond: Human Behavior and the Quest for Status","JSA7PECY","","",1985
"763","Skinner, Jonathan; Slemrod, Joel","AN ECONOMIC PERSPECTIVE ON TAX EVASION","ASPUEZEX","National Tax Journal","10.1086/ntj41792031",1985
"764","Haltiwanger, John; Waldman, Michael","Rational Expectations and the Limits of Rationality: An Analysis of Heterogeneity","MBN9C6PW","Research Papers in Economics","",1983
"765","Güth, Werner; Marchand, Nadège; Rullière, Jean-Louis","On the reliability of reprocal fairness -An experimental study-","3WL6V27W","Research Papers in Economics","",1997
"766","Dutta, Bhaskar","Economic theory and policy : essays in honour of Dipak Banerjee","EMC5MMSU","","",1990
"767","Kahneman, Daniel; Knetsch, Jack L.; Thaler, Richard H.","Fairness as a Constraint on Profit Seeking: Entitlements in the Market","QPCMR95Z","The American Economic Review","",1986
"768","Bolton, Gary E.; Brandts, Jordi; Ockenfels, Axel","Measuring Motivations for the Reciprocal Responses Observed in a Simple Dilemma Game","X6WYJQ9G","Experimental Economics","",1998
"769","Ledyard, John O.","Public Goods: A Survey of Experimental Research","M6D2FLH2","The Handbook of Experimental Economics","10.1515/9780691213255-004",1995
"770","Russell, Thomas; Thaler, Richard H.","Decision Making: THE RELEVANCE OF QUASI RATIONALITY IN COMPETITIVE MARKETS","FX4VCMYK","Decision Making","",1988
"771","Bolton, Gary E.; Brandts, Jordi; Ockenfels, Axel","Measuring motivations for the reciprocal responses observed in a simple dilemma game","WBCZFIND","Experimental Economics","10.1007/bf01669343",1998
"772","Thaler, Richard H.","Anomalies: The Ultimatum Game","ZILGJSWT","Journal of Economic Perspectives","10.1257/jep.2.4.195",1988
"773","Runciman, W. G.","Relative Deprivation and Social Justice","D9VTI9PS","","",1966
"774","Homans, George C.","Social behavior; its elementary forms","S3BYGKFG","","",1961
"775","Andreoni, James; Miller, John H.","Giving according to GARP: an experimental study of rationality and altruism","PUXD26GJ","Research Papers in Economics","",1997
"776","Frazzini, Andrea; Lamont, Owen A.","Dumb money: Mutual fund flows and the cross-section of stock returns","NNMM6KQL","Journal of Financial Economics","10.1016/j.jfineco.2007.07.001",2008
"777","Kumar, Alok; Page, Jeremy K.; Spalt, Oliver G.","Religious Beliefs, Gambling Attitudes, and Financial Market Outcomes","7G47CW5G","SSRN Electronic Journal","10.2139/ssrn.1356733",2009
"778","Statman, Meir","The Religions of Social Responsibility","9MRC3LKE","The Journal of Investing","10.3905/joi.2005.580542",2005
"779","Massa, Massimo","How do family strategies affect fund performance? When performance-maximization is not the only game in town","JXGVYXRV","Journal of Financial Economics","10.1016/s0304-405x(02)00253-2",2003
"780","Statman, Meir","The Religions of Social Responsibility","FQ5LMRTR","SSRN Electronic Journal","10.2139/ssrn.774386",2005
"781","Sapp, Travis; Tiwari, Ashish","Does Stock Return Momentum Explain the “Smart Money” Effect?","4H2MNK7Y","The Journal of Finance","10.1111/j.1540-6261.2004.00710.x",2004
"782","Carhart, Mark M.","On Persistence in Mutual Fund Performance","KYNNPSAW","The Journal of Finance","10.2307/2329556",1997
"783","Berk, Jonathan B.; Green, Richard C.","Mutual Fund Flows and Performance in Rational Markets","HXIF6V9F",NA,"10.3386/w9275",2002
"784","Kumar, Alok; Page, Jeremy K.; Spalt, Oliver G.","Religious beliefs, gambling attitudes, and financial market outcomes","38E2HTPC","Journal of Financial Economics","10.1016/j.jfineco.2011.07.001",2011
"785","Derwall, Jeroen; Guenster, Nadja; Bauer, Rob; Koedijk, Kees","The Eco-Efficiency Premium Puzzle","KQDQWG69","Financial Analysts Journal","10.2469/faj.v61.n2.2716",2005
"786","Chen, Joseph C.T.; Hong, Harrison; Huang, Ming; Kubik, Jeffrey D.","Does Fund Size Erode Mutual Fund Performance? The Role of Liquidity and Organization","67AV58YG","American Economic Review","10.1257/0002828043052277",2004
"787","Fombrun, Charles J.; Shanley, Mark","What's in a Name? Reputation Building and Corporate Strategy","9DGI9HMY","Academy of Management Journal","10.2307/256324",1990
"788","Grinblatt, Mark; Titman, Sheridan","The Persistence of Mutual Fund Performance","MMPWACWD","The Journal of Finance","10.1111/j.1540-6261.1992.tb04692.x",1992
"789","Renneboog, Luc; Szilagyi, Peter G.","The role of shareholder proposals in corporate governance","ZWU95IHX","Journal of Corporate Finance","10.1016/j.jcorpfin.2010.10.002",2011
"790","Berk, Jonathan B.; Green, Richard C.","Mutual Fund Flows and Performance in Rational Markets","8QYZ4P6R","Journal of Political Economy","10.1086/424739",2004
"791","Cremers, Martijn; Nair, Vinay B.","Governance Mechanisms and Equity Prices","63Q5C7ID","The Journal of Finance","10.1111/j.1540-6261.2005.00819.x",2005
"792","Edmans, Alex","Does the Stock Market Fully Value Intangibles? Employee Satisfaction and Equity Prices","RSQHLYWY","Journal of Financial Economics","10.1016/j.jfineco.2011.03.021",2011
"793","StatmanMeir","Behaviorial Finance: Past Battles and Future Engagements","ZRAGQ5DD","Financial Analysts Journal","10.2469/faj.v55.n6.2311",1999
"794","Chen, Hsiu-Lang; Pennacchi, George","DOES PRIOR PERFORMANCE AFFECT A MUTUAL FUND'S CHOICE OF RISK? THEORY AND FURTHER EMPIRICAL EVIDENCE *","9SE8XHU7","Journal of Financial and Quantitative Analysis","10.1017/s002210900999010x",2009
"795","Chevalier, Judith; Ellison, Glenn","Risk Taking by Mutual Funds as a Response to Incentives","DFS5A4CF","Journal of Political Economy","10.1086/516389",1997
"796","Chevalier, Judith A.; Ellison, Glenn","Risk taking by mutual funds as a response to incentives","P63AF7FF",NA,"10.3386/w5234",1995
"797","Renneboog, Luc; Spaenjers, Christophe","Religion, economic attitudes, and household finance","P32TVWUX","Oxford Economic Papers","10.1093/oep/gpr025",2011
"798","Beal, Diana; Goyen, Michelle","Putting your money where your mouth is: a profile of ethical investors","2LHLJFKC","Financial Services Review","10.1016/s1057-0810(99)80007-9",1998
"799","Becht, Marco; Franks, Julian R.; Mayer, Colin; Rossi, Stefano","Returns to shareholder activism: evidence from a clinical study of the Hermes UK Focus Fund","JLAN6ZLJ","Review of Financial Studies","10.1093/rfs/hhn054.ra",2010
"800","Khorana, Ajay; Servaes, Henri","Conflicts of Interest and Competition in the Mutual Fund Industry","UUS5LVAX","SSRN Electronic Journal","10.2139/ssrn.240596",2000
"801","Carhart, Mark M.","On Persistence in Mutual Fund Performance","QMU3CME2","The Journal of Finance","10.1111/j.1540-6261.1997.tb03808.x",1997
"802","Barber, Brad M.; Odean, Terrance; Zheng, Lu","Out of Sight, Out of Mind: The Effects of Expenses on Mutual Fund Flows*","6I9CWNWF","The Journal of Business","10.1086/497042",2005
"803","Derwall, Jeroen; Koedijk, Kees; Horst, Jenke ter","A tale of values-driven and profit-seeking social investors.","YTJSWNNM","Journal of Banking & Finance","10.1016/j.jbankfin.2011.01.009",2011
"804","Fama, Eugene F.; French, Kenneth R.","Common risk factors in the returns on stocks and bonds","458NDBV2","Journal of Financial Economics","10.1016/0304-405x(93)90023-5",1993
"805","Brekke, Kjell Arne; Nyborg, Karine","Moral hazard and moral motivation: Corporate social responsibility as labor market screening","UPD7PEM8","SSRN Electronic Journal","10.2139/ssrn.645741",2004
"806","Dimson, Elroy; Nagel, Stefan; Quigley, Garrett","Capturing the Value Premium in the United Kingdom","UWKSHGG5","Financial Analysts Journal","10.2469/faj.v59.n6.2573",2003
"807","Sirri, Erik R.; Tufano, Peter","Costly Search and Mutual Fund Flows","BWRE4AXC","The Journal of Finance","10.1111/0022-1082.00066",1998
"808","Petersen, Mitchell A.","Estimating Standard Errors in Finance Panel Data Sets: Comparing Approaches","HR5CF6AW","Review of Financial Studies","10.1093/rfs/hhn053",2008
"809","Gruber, Martin J.","Another Puzzle: The Growth in Actively Managed Mutual Funds","CB4AZGF8","The Journal of Finance","10.2307/2329222",1996
"810","Bauer, Rob; Koedijk, Kees; Otten, Rogér","International Evidence on Ethical Mutual Fund Performance and Investment Style","23B8C6EE","Journal of Banking & Finance","10.1016/j.jbankfin.2004.06.035",2005
"811","Nanda, Vikram K.; Wang, Z. Jay; Zheng, Lu","Family Values and the Star Phenomenon: Strategies of Mutual Fund Families","XD7MSXFE","Review of Financial Studies","10.1093/rfs/hhg054",2004
"812","Nanda, Vikram K.","Family values and the star phenomenon","NIK2KUAS","SSRN Electronic Journal","10.2139/ssrn.254626",2000
